ctime,openid,helloid,song,level
2018-01-27,oVdz503jXscsihn5wfiJtJ3LsI7M,0,甘心情愿,1
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,倒带,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,远走高飞,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,新不了情,1
2018-01-27,oVdz506DygwofkZdLRyM6OQBlueI,0,左肩,1
2018-01-27,oVdz50x9zaT-Mlpi4sCkfBkGdz5s,0,后来,1
2018-01-27,oVdz50_un0BvmSNHjZBP74d5g1jE,0,死性不改,7
2018-01-27,oVdz50_ndy5BBhIC6g4NQW1D7Iy8,0,千年之恋,6
2018-01-27,oVdz500JUet3clHxcreVU4JGvwPo,0,好心分手,3
2018-01-27,oVdz506DygwofkZdLRyM6OQBlueI,0,左肩,1
2018-01-27,oVdz50_un0BvmSNHjZBP74d5g1jE,0,死性不改,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,灰色头像,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,城府,3
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,痛,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,夜曲,6
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,亲爱的那不是爱情,1
2018-01-27,oVdz50xClc0QpGJRDVqjWyi9PbLw,0,他真的比我好吗,1
2018-01-27,oVdz50_Pep6dAkwE8mLOiZCi26ss,0,逆战,1
2018-01-27,oVdz500Tw8GZJtdRqz4VklOSsiEg,0,无情的情书,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,春泥,1
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,心愿便利贴,2
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,喜欢你,7
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,辛德瑞拉,1
2018-01-27,oVdz509M1YKxAquyWRKkWX1KPwMc,0,桃花开,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,日不落,6
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,追光者,2
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,梦红楼,1
2018-01-27,oVdz50_ndy5BBhIC6g4NQW1D7Iy8,0,彩色的黑,6
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,我想大声告诉你,5
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,爱上未来的你,5
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,领悟,1
2018-01-27,oVdz50x9zaT-Mlpi4sCkfBkGdz5s,0,给你们,2
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,空空如也,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,那就这样吧,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,稻香,2
2018-01-27,oVdz509M1YKxAquyWRKkWX1KPwMc,0,父亲,1
2018-01-27,oVdz508YmKXW7ETpiUztgZCLYDwQ,0,成都,1
2018-01-27,0,17975118,如果你也听说,7
2018-01-27,oVdz500Tw8GZJtdRqz4VklOSsiEg,0,好久不见,2
2018-01-27,oVdz500JUet3clHxcreVU4JGvwPo,0,请不要对我说Sorry,14
2018-01-27,oVdz505L-4a6OSx8FkPPT2tNkfkA,0,爱的就是你,6
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,怒放的生命,1
2018-01-27,0,18155091,没那么简单,4
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,我想更懂你,2
2018-01-27,0,18101274,小冤家,5
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,沮丧,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,星空,2
2018-01-27,oVdz509M1YKxAquyWRKkWX1KPwMc,0,为了谁,1
2018-01-27,oVdz50xClc0QpGJRDVqjWyi9PbLw,0,后来,2
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,第一次,10
2018-01-27,oVdz500JUet3clHxcreVU4JGvwPo,0,彩虹,4
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,斑马斑马,1
2018-01-27,oVdz50xwNpSNP7g9QvNsIVZ4uz4w,0,ALL,1
2018-01-27,oVdz50zqNK85vIkvhqYgdd5E1aaE,0,大海,5
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,紫藤花,2
2018-01-27,oVdz509M1YKxAquyWRKkWX1KPwMc,0,清明上河图,3
2018-01-27,oVdz50zqNK85vIkvhqYgdd5E1aaE,0,十年,2
2018-01-27,oVdz505Mx46hTcohtUietg0s8X-Q,0,当你,4
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,暖暖,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,离人,2
2018-01-27,0,18155091,想太多,2
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,领悟,3
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,领悟,3
2018-01-27,oVdz50y-TZMrDOrLE0vD_U0MNjRU,0,追光者,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,默,1
2018-01-27,oVdz508NLUZF1rq505qjQbHZAMQA,0,最炫民族风,3
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,红色高跟鞋,1
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,在人间,2
2018-01-27,oVdz507ebQo7mMYrI4UI-rwQ9yBw,0,真实,5
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,退后,1
2018-01-27,oVdz50xClc0QpGJRDVqjWyi9PbLw,0,死性不改,5
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,七友,1
2018-01-27,oVdz50-9wSOeeYnEkNOMjqWZCYqQ,0,黄昏,1
2018-01-27,0,18155091,烂泥,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,春天里,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,夜夜夜夜,1
2018-01-27,oVdz50zPB0KxNki3cRM1j36AGfmc,0,彩虹,6
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,最佳损友,4
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,男人再晚也别忘了回家,13
2018-01-27,0,18132743,有点甜,10
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,红尘情歌,2
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,下一个天亮,5
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,时间煮雨,1
2018-01-27,oVdz508NLUZF1rq505qjQbHZAMQA,0,小苹果,1
2018-01-27,oVdz50y-TZMrDOrLE0vD_U0MNjRU,0,逆战,5
2018-01-27,oVdz507izXPZpjTtDJXwKcUmi1Nw,0,虫儿飞,3
2018-01-27,oVdz508NLUZF1rq505qjQbHZAMQA,0,小苹果,1
2018-01-27,oVdz50zqNK85vIkvhqYgdd5E1aaE,0,平凡之路,12
2018-01-27,oVdz50_kUoATOBpjJQ9k3hGwqoJc,0,画心,2
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,爱夏,4
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,我怀念的,1
2018-01-27,0,18101274,左耳,2
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,北极星的眼泪,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,蓝莲花,1
2018-01-27,oVdz505L-4a6OSx8FkPPT2tNkfkA,0,那又如何,4
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,月半小夜曲,2
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,江南,3
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,不得不爱,5
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,下一个天亮,7
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,婚礼的祝福,2
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,亲爱的那不是爱情,3
2018-01-27,oVdz50_kUoATOBpjJQ9k3hGwqoJc,0,王子的新衣,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,就是我,5
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,传闻,1
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,听妈妈的话,1
2018-01-27,0,15233842,二缺一,8
2018-01-27,oVdz50y-TZMrDOrLE0vD_U0MNjRU,0,逆战,4
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,当你,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,美人鱼,3
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,凉凉-歌手第一季,9
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,心墙,4
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,空城,1
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,趁早,19
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,宏愿,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,勿忘心安,1
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,趁早,19
2018-01-27,0,18168072,动了情的痞子,5
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,全世界失眠,5
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,宁夏,5
2018-01-27,oVdz50z1VdfKdE9FRp1VYg3CPZLg,0,青春修炼手册,1
2018-01-27,oVdz507izXPZpjTtDJXwKcUmi1Nw,0,青春修炼手册,4
2018-01-27,0,15233842,空中恋人,11
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,最炫民族风,1
2018-01-27,oVdz505Mx46hTcohtUietg0s8X-Q,0,生生世世爱,5
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,类似爱情,1
2018-01-27,0,18132743,离人,2
2018-01-27,oVdz503XW5vM8iQha0nq0g8_k9Cg,0,好听,1
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,十年,1
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,空白格,1
2018-01-27,oVdz509RVH7pcE4HE8A6JYvgUf3k,0,莫斯科没有眼泪,1
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,独家记忆,3
2018-01-27,oVdz507izXPZpjTtDJXwKcUmi1Nw,0,两只老虎,1
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,痴心绝对,7
2018-01-27,0,15233842,休止符,1
2018-01-27,oVdz50zJaH617f8KM-dFxxvOp54Q,0,虫儿飞,1
2018-01-27,oVdz50yzNbJb2glxFuX2lFr1UMJk,0,追光者,2
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,傻小子,2
2018-01-27,oVdz50z1VdfKdE9FRp1VYg3CPZLg,0,甜蜜蜜,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,他和她的故事,3
2018-01-27,oVdz50xcs5uqx5AwJagb3lnAEBmg,0,王子的新衣,1
2018-01-27,oVdz508SYvsv0_yu6WrYYf7GarMw,0,咱们结婚吧,9
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,你给我听好,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,幻听,2
2018-01-27,oVdz508ddpqDJjF1hR4tsnRZ4j5Q,0,小苹果,1
2018-01-27,oVdz50-TIUDrYltIhmHVzydR_hAg,0,错的人,1
2018-01-27,oVdz50y1ogq1FanSMa6Q3gAtxsM8,0,珊瑚海,10
2018-01-27,oVdz502_Hsae1Nh6fxhh7pdJ2Spg,0,爱我别走,1
2018-01-27,0,18136350,江南,4
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,爱忧伤,4
2018-01-27,oVdz506k5xE3Ic-kyLmyre8KpsX0,0,日不落,9
2018-01-27,oVdz509RVH7pcE4HE8A6JYvgUf3k,0,莫斯科没有眼泪,1
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,倒带,4
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,手放开,3
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,隐形的翅膀,6
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,新贵妃醉酒,4
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,流泪,1
2018-01-27,oVdz50xwNpSNP7g9QvNsIVZ4uz4w,0,下一个天亮,4
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,80000!,1
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,断桥残雪,1
2018-01-27,oVdz502_Hsae1Nh6fxhh7pdJ2Spg,0,偏爱,1
2018-01-27,oVdz50xcs5uqx5AwJagb3lnAEBmg,0,一个人的精彩,1
2018-01-27,oVdz50zqNK85vIkvhqYgdd5E1aaE,0,江南,9
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,围城,1
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,后来,2
2018-01-27,0,18168072,带你去旅行,5
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,劲歌金曲2·情歌王,5
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,我爱你那么多,4
2018-01-27,oVdz504hRkLR1meVccKF94f9U1Rc,0,恋爱Ing,1
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,舍不得,6
2018-01-27,oVdz509dus_JLyuySBn1wVBVxLZw,0,小苹果,6
2018-01-27,oVdz50xwNpSNP7g9QvNsIVZ4uz4w,0,你若成风,1
2018-01-27,oVdz50yzNbJb2glxFuX2lFr1UMJk,0,好心分手,1
2018-01-27,0,17400472,跟我回家,1
2018-01-27,0,18136350,江南,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,安静,16
2018-01-27,0,18146311,放过,9
2018-01-27,oVdz500DrxRuBFSp3SHO1F7VKUs4,0,淘汰,1
2018-01-27,0,18168072,当,2
2018-01-27,oVdz509dus_JLyuySBn1wVBVxLZw,0,两只老虎,1
2018-01-27,0,18146311,阴天,2
2018-01-27,oVdz508ddpqDJjF1hR4tsnRZ4j5Q,0,两只老虎,1
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,新贵妃醉酒,5
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,没那么简单,2
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,两只老虎,1
2018-01-27,oVdz507ebQo7mMYrI4UI-rwQ9yBw,0,血腥爱情故事,13
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,成都,5
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,帝都,5
2018-01-27,0,18136350,趁早,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,好心分手,1
2018-01-27,0,17400472,下定决心忘记你,6
2018-01-27,oVdz505pfnrg9Xtmydlaz2sUtHuQ,0,十年,1
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,至少还有你,5
2018-01-27,0,18168297,三寸天堂,2
2018-01-27,oVdz50zqNK85vIkvhqYgdd5E1aaE,0,星空,13
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,灰色头像,2
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,远走高飞,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,晴天,6
2018-01-27,oVdz504EORUsuvlPcKPzPpdPE5y8,0,冷雨夜,4
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,童话,1
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,春晓,2
2018-01-27,oVdz503oLIRCF9hbJNZeHtozdpGU,0,心动-我是歌手第三季,1
2018-01-27,0,18149147,传奇-2010年央视春晚,5
2018-01-27,oVdz500DrxRuBFSp3SHO1F7VKUs4,0,Always Online,2
2018-01-27,oVdz50yzNbJb2glxFuX2lFr1UMJk,0,会呼吸的痛,1
2018-01-27,0,18132743,BOYFRIEND,2
2018-01-27,oVdz50-UVHhgvaijQS6ET6rl309o,0,泡沫,3
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,独家记忆,4
2018-01-27,oVdz505Mx46hTcohtUietg0s8X-Q,0,一个像夏天一个像秋天,12
2018-01-27,oVdz502_Hsae1Nh6fxhh7pdJ2Spg,0,好心分手,1
2018-01-27,oVdz50_SZuQs0X5HWYrMRfL_NxnY,0,爱,1
2018-01-27,0,17400472,回心转意,7
2018-01-27,oVdz50_CiqDjnkmw1bmqWzMKnI3c,0,学习雷锋好榜样,1
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,盛夏的果实,8
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,舍不得,2
2018-01-27,oVdz509dus_JLyuySBn1wVBVxLZw,0,泥娃娃,1
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,一个像夏天一个像秋天,9
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,越吻越伤心,1
2018-01-27,0,18168297,画心,5
2018-01-27,oVdz508-Oa_tY9TvI5Ii7hKQl4zs,0,三个和尚,1
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,天下,8
2018-01-27,oVdz500KuGAFnt8gr4tfo9u39UP4,0,曹操,2
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,想太多,4
2018-01-27,oVdz50-UVHhgvaijQS6ET6rl309o,0,龙卷风,7
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,甜蜜蜜,2
2018-01-27,oVdz509KA0Y7TJHjxWN_Uf1w-vf8,0,王子公主,7
2018-01-27,oVdz505pfnrg9Xtmydlaz2sUtHuQ,0,爱要怎么说出口,1
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,王妃,2
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,崇拜,2
2018-01-27,oVdz500b7MBOZ9_NMIjAjkKzF-Js,0,亲爱的那不是爱情,6
2018-01-27,oVdz50_9dxQrVZbM2gMRAn2LIiJM,0,花火,1
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,齐天大圣,7
2018-01-27,oVdz50_SZuQs0X5HWYrMRfL_NxnY,0,十年,1
2018-01-27,oVdz50-qj-6vZbARnLbBfhIbyNUs,0,小白兔,1
2018-01-27,oVdz5003aY-nI6hgeXPDMB7_QVMM,0,活着,1
2018-01-27,oVdz502_Hsae1Nh6fxhh7pdJ2Spg,0,光明,1
2018-01-27,oVdz50yFxdcaZ_w_vmNo4geiVifQ,0,海阔天空,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,小城故事,4
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,寂寞沙洲冷,3
2018-01-27,oVdz509KA0Y7TJHjxWN_Uf1w-vf8,0,上瘾,1
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,都怪我,1
2018-01-27,0,13085518,爱在记忆中找你,1
2018-01-27,oVdz509dus_JLyuySBn1wVBVxLZw,0,流年,9
2018-01-27,oVdz50-UVHhgvaijQS6ET6rl309o,0,喜欢你,5
2018-01-27,0,6597545,讲不出再见,2
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,又见炊烟,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,在水一方,1
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,勇往直前,2
2018-01-27,oVdz50_9dxQrVZbM2gMRAn2LIiJM,0,有点甜,10
2018-01-27,oVdz506DpJoqy8gAnFCYtxlC5pAU,0,十二月的奇迹,13
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,荷塘月色,4
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,淘汰,1
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,小情歌,1
2018-01-27,oVdz50yFxdcaZ_w_vmNo4geiVifQ,0,十年,2
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,暖暖,1
2018-01-27,oVdz5003aY-nI6hgeXPDMB7_QVMM,0,芊芊,2
2018-01-27,oVdz502ZGtT3Prt6mvVPi5z7b-UE,0,包容,7
2018-01-27,oVdz505Mx46hTcohtUietg0s8X-Q,0,芳草地,4
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,我只在乎你,5
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,日不落,3
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,你不知道的事,1
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,画心,8
2018-01-27,oVdz500b7MBOZ9_NMIjAjkKzF-Js,0,梦里花,2
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,我们俩,1
2018-01-27,oVdz505pfnrg9Xtmydlaz2sUtHuQ,0,十年,1
2018-01-27,oVdz50_ZE2IemB1I4aVKeZgBhQJA,0,偏爱,2
2018-01-27,0,18132743,心跳回忆,3
2018-01-27,oVdz50_9dxQrVZbM2gMRAn2LIiJM,0,走在冷风中,1
2018-01-27,oVdz500b7MBOZ9_NMIjAjkKzF-Js,0,香水百合,1
2018-01-27,oVdz503eoBLwTVNx8SC2akEFbtY4,0,那就这样吧,1
2018-01-27,0,6597545,千千阙歌,6
2018-01-27,oVdz50yFxdcaZ_w_vmNo4geiVifQ,0,好心分手,2
2018-01-27,oVdz506DpJoqy8gAnFCYtxlC5pAU,0,上瘾,13
2018-01-27,oVdz50yFxdcaZ_w_vmNo4geiVifQ,0,偏爱,1
2018-01-27,oVdz505xsv2Be2IpwXYvTiMN8IIA,0,知心爱人,2
2018-01-27,oVdz50__LzOdyTRGsGVCXb07xezo,0,红玫瑰,7
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,小幸运,3
2018-01-27,0,18152076,稻香,1
2018-01-27,oVdz50-qj-6vZbARnLbBfhIbyNUs,0,Forever 21,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,爱情转移,11
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,怯,1
2018-01-27,oVdz5003aY-nI6hgeXPDMB7_QVMM,0,活着,5
2018-01-27,oVdz502pogv108F-KK2rJo6R6KoQ,0,大海,3
2018-01-27,oVdz50xYamglWPQWG1QMR_af5g8c,0,忽然之间,2
2018-01-27,oVdz509KA0Y7TJHjxWN_Uf1w-vf8,0,咆哮,1
2018-01-27,oVdz509dus_JLyuySBn1wVBVxLZw,0,魔鬼中的天使,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,损友,1
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,勇气,3
2018-01-27,oVdz505pfnrg9Xtmydlaz2sUtHuQ,0,微微一笑很倾城,1
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,我的好兄弟,8
2018-01-27,0,18152076,稻香,1
2018-01-27,oVdz50-qj-6vZbARnLbBfhIbyNUs,0,童话镇,1
2018-01-27,oVdz50-UVHhgvaijQS6ET6rl309o,0,父亲,3
2018-01-27,0,13085518,给我一个理由忘记,1
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,红山果,4
2018-01-27,0,6597545,遇见,4
2018-01-27,0,18132743,不要说话,1
2018-01-27,oVdz505S3MTNXFp0z1FkKYCrf--4,0,军中绿花,3
2018-01-27,oVdz50wi7h3pbiNibdWIbdTMxcQE,0,一个人想着一个人,2
2018-01-27,0,18152076,稻香,1
2018-01-27,oVdz50_ZE2IemB1I4aVKeZgBhQJA,0,成都,10
2018-01-27,0,6597545,梦不落,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,续集,4
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,再见二丁目,9
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,本草纲目,1
2018-01-27,oVdz507qE7Z1fXUAr3KyzjAAL48o,0,一定要爱你,3
2018-01-27,oVdz50345yjvucI--cmueqE0vA4I,0,没那么简单,5
2018-01-27,oVdz50_ZE2IemB1I4aVKeZgBhQJA,0,护花使者,1
2018-01-27,oVdz503qd7eCui0Rfd8cSnmU-y6U,0,普通Disco,1
2018-01-27,oVdz503eoBLwTVNx8SC2akEFbtY4,0,演员,3
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,连续剧,1
2018-01-27,oVdz50_9dxQrVZbM2gMRAn2LIiJM,0,花火,8
2018-01-27,oVdz503eoBLwTVNx8SC2akEFbtY4,0,过客,1
2018-01-27,oVdz502pogv108F-KK2rJo6R6KoQ,0,一次就好,7
2018-01-27,oVdz503qd7eCui0Rfd8cSnmU-y6U,0,小鸡哔哔,1
2018-01-27,oVdz505pfnrg9Xtmydlaz2sUtHuQ,0,兄弟抱一下,6
2018-01-27,0,18132743,爱在记忆中找你,1
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,冰雨,2
2018-01-27,oVdz505S3MTNXFp0z1FkKYCrf--4,0,保卫黄河,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,易燃易爆炸,2
2018-01-27,oVdz503qd7eCui0Rfd8cSnmU-y6U,0,上下上下,1
2018-01-27,oVdz5003aY-nI6hgeXPDMB7_QVMM,0,此生不换,1
2018-01-27,oVdz503qd7eCui0Rfd8cSnmU-y6U,0,权御天下,1
2018-01-27,oVdz502pogv108F-KK2rJo6R6KoQ,0,你就不要想起我,5
2018-01-27,oVdz509vzgI6iv1gq58vBkR0WV_4,0,错的人,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,睁一只眼闭一只眼,5
2018-01-27,oVdz50_9dxQrVZbM2gMRAn2LIiJM,0,小手拉大手,13
2018-01-27,0,18163127,成全,9
2018-01-27,oVdz500DrxRuBFSp3SHO1F7VKUs4,0,我怀念的,1
2018-01-27,oVdz505RehFEv9vm6ER2SIYlyisI,0,真命天子,1
2018-01-27,oVdz50_luavMXAM0E7zUEh2dzkA8,0,十年,1
2018-01-27,oVdz500ezh_kVB5HtCb2pcMwVCMY,0,花好月圆夜,5
2018-01-27,oVdz50345yjvucI--cmueqE0vA4I,0,退后,11
2018-01-27,oVdz5094hxtzM8N2Ze7JQTPmZLZw,0,多远都要在一起,5
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,新贵妃醉酒,4
2018-01-27,oVdz50xl9kYow5kdoIwWFXh8A3yg,0,你那么爱她,6
2018-01-27,0,18132743,爱你爱到死,1
2018-01-27,oVdz508aWRDjEvVGc7hQHZBDx2sk,0,好运来,1
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,未知,1
2018-01-27,oVdz50y9sS3ieHfLKO3Ze5veNE9k,0,Something Just Like This,5
2018-01-27,oVdz50wQCYjv1eXlvNJZvWXehVAw,0,天窗,1
2018-01-27,oVdz505q1podX33jQrjGPrqKf9KY,0,等一分钟,1
2018-01-27,oVdz507qE7Z1fXUAr3KyzjAAL48o,0,不再联系,6
2018-01-27,oVdz50xl9kYow5kdoIwWFXh8A3yg,0,至少还有你,5
